# dH, e0, eM1_max, eM1_min, dA1_over_A0, eM2_max, eM2_min, dA2_over_A0, t_end(PM), wall_time, fate
6.87, 0.00, 0.0659, 0.0005, 6.8301e-01, 0.1104, 0.0002, 6.7708e-02, 1.0000e+07, 3239.73862, tmax
4.01, 0.00, 0.6475, 0.0001, 2.3471e-03, 0.7119, 0.0002, 2.0042e+00, 1.6809e+06, 852.60389, d<R_roche
4.48, 0.00, 0.3969, 0.0003, 2.3541e+00, 0.5871, 0.0003, -2.5425e-01, 8.9574e+05, 471.81338, collision
7.88, 0.00, 0.0819, 0.0000, 6.9743e-01, 0.1449, 0.0002, 1.1955e-01, 1.0000e+07, 3332.21233, tmax
7.19, 0.00, 0.1232, 0.0005, 7.0049e-01, 0.1394, 0.0002, 4.3326e-02, 1.0000e+07, 3322.46033, tmax
6.79, 0.00, 0.0686, 0.0002, 6.8259e-01, 0.1089, 0.0001, 3.4533e-02, 1.0000e+07, 3244.41096, tmax
7.46, 0.00, 0.1240, 0.0006, 6.9623e-01, 0.1465, 0.0002, 1.0367e-01, 1.0000e+07, 3337.82855, tmax
8.76, 0.00, 0.0001, 0.0001, 2.9429e-04, 0.3150, 0.3150, 2.0750e-01, 8.5381e+02, 0.50987, a>0.4R_H
5.01, 0.00, 0.3911, 0.0001, -1.0567e-01, 0.4361, 0.0002, -1.6613e+00, 2.4209e+06, 1069.14420, collision
4.76, 0.00, 0.6405, 0.0001, -3.4215e-02, 0.6619, 0.0005, 2.1826e+00, 1.5000e+06, 737.32293, d<R_roche
4.78, 0.00, 0.6227, 0.0001, 1.1869e-01, 0.6604, 0.0000, 7.3792e-01, 1.5047e+06, 752.29562, d<R_roche
7.50, 0.00, 0.0891, 0.0007, 6.8368e-01, 0.1296, 0.0004, 9.6435e-02, 1.0000e+07, 3304.14372, tmax
5.25, 0.00, 0.6237, 0.0001, 2.6107e-02, 108944.4136, 0.0002, -1.0083e+00, 2.9276e+06, 1238.57374, a<0
4.25, 0.00, 0.5941, 0.0004, -1.2231e-01, 0.7323, 0.0001, 1.9923e+00, 4.5689e+05, 261.55087, d<R_roche
3.63, 0.00, 0.4925, 0.0004, -1.8347e-01, 0.3845, 0.0003, -1.0336e+00, 7.7762e+05, 450.70947, d<R_roche
4.05, 0.00, 0.3134, 0.0002, 3.6471e+00, 0.2580, 0.0006, -3.4192e-01, 1.5811e+06, 787.63316, collision
3.88, 0.00, 0.3104, 0.0002, -1.5290e-02, 0.2419, 0.0001, -3.0610e+00, 1.1337e+06, 671.60964, collision
7.91, 0.00, 0.0599, 0.0000, 6.9483e-01, 0.1443, 0.0002, 5.1278e-03, 1.0000e+07, 3217.77199, tmax
7.28, 0.00, 0.1427, 0.0010, 7.0800e-01, 0.1344, 0.0003, 6.6777e-02, 1.0000e+07, 3334.52358, tmax
8.81, 0.00, 0.0001, 0.0001, 2.9240e-04, 0.3107, 0.3107, 1.8408e-01, 8.5381e+02, 0.50668, a>0.4R_H
4.86, 0.00, 0.6090, 0.0001, 4.8390e-02, 0.8858, 0.0002, 4.9667e+00, 2.1424e+06, 1020.50529, a>0.4R_H
7.03, 0.00, 0.0865, 0.0000, 6.8721e-01, 0.1240, 0.0000, 9.7579e-02, 1.0000e+07, 3259.47008, tmax
5.37, 0.00, 0.6275, 0.0001, -2.7251e-03, 4613.3323, 0.0001, -1.0665e+00, 2.8716e+06, 1202.09529, a<0
8.14, 0.00, 0.0076, 0.0002, 6.9249e-01, 0.1602, 0.0003, -1.2344e-03, 1.0000e+07, 3219.22617, tmax
8.20, 0.00, 0.0026, 0.0001, 6.9311e-01, 0.1644, 0.0002, 1.3960e-01, 1.0000e+07, 3207.54412, tmax
8.72, 0.00, 0.0002, 0.0001, 3.2909e-04, 0.1508, 0.0469, 6.9222e-02, 8.8797e+02, 0.52677, a>0.4R_H
4.81, 0.00, 0.6622, 0.0001, -1.3084e-01, 0.7721, 0.0003, 9.3126e-01, 1.3633e+06, 658.08679, d<R_roche
3.68, 0.00, 0.3362, 0.0004, 8.6889e-01, 0.2424, 0.0003, 5.4670e-01, 7.5995e+05, 516.03755, collision
6.68, 0.00, 0.0365, 0.0008, 6.8198e-01, 0.1064, 0.0001, 1.7228e-03, 1.0000e+07, 3293.15601, tmax
5.26, 0.00, 0.3661, 0.0000, 7.7858e+00, 0.3315, 0.0002, -3.8477e-01, 4.3999e+06, 1847.53309, collision
5.92, 0.00, 0.2514, 0.0001, 6.8990e-01, 0.2409, 0.0001, 1.0180e-01, 1.0000e+07, 3371.27932, tmax
8.53, 0.00, 0.0008, 0.0000, 6.7371e-01, 0.2266, 0.0001, 5.9626e-02, 1.0000e+07, 3397.00689, tmax
5.13, 0.00, 0.4923, 0.0001, 1.2962e-01, 54890.3864, 0.0002, -1.0124e+00, 6.0887e+06, 2402.65209, a<0
6.53, 0.00, 0.0329, 0.0006, 6.8077e-01, 0.1053, 0.0001, 8.1254e-03, 1.0000e+07, 3295.75405, tmax
6.73, 0.00, 0.0769, 0.0002, 6.8622e-01, 0.1071, 0.0001, 1.2008e-02, 1.0000e+07, 3270.69061, tmax
7.52, 0.00, 0.0731, 0.0007, 6.7775e-01, 0.1260, 0.0003, 8.8152e-02, 1.0000e+07, 3243.42077, tmax
5.99, 0.00, 0.5595, 0.0001, 2.5074e-01, 33.8313, 0.0003, -1.8707e+00, 9.4482e+06, 3142.30217, a<0
5.97, 0.00, 0.5669, 0.0001, 2.3422e-01, 0.7865, 0.0001, 3.6618e+00, 4.9893e+06, 2042.71203, a>0.4R_H
4.74, 0.00, 0.4802, 0.0001, 5.1978e+00, 0.7975, 0.0001, -9.1383e-01, 1.2685e+06, 702.11921, collision
6.59, 0.00, 0.0405, 0.0006, 6.8007e-01, 0.1049, 0.0001, 2.2725e-02, 1.0000e+07, 3232.53517, tmax
5.71, 0.00, 0.6018, 0.0001, 2.3390e-01, 0.8765, 0.0002, 3.8175e+00, 6.5287e+06, 2397.58717, a>0.4R_H
4.69, 0.00, 0.6140, 0.0000, 1.7422e-01, 0.5049, 0.0004, 5.5872e-01, 2.8721e+06, 1215.35148, d<R_roche
4.35, 0.00, 0.5710, 0.0004, -1.1171e-01, 0.8314, 0.0008, 2.5673e+00, 5.8923e+05, 327.52800, d<R_roche
5.40, 0.00, 0.5638, 0.0001, 3.1833e-03, 3215.3249, 0.0003, -1.0751e+00, 4.0843e+06, 1664.50607, a<0
5.41, 0.00, 0.3546, 0.0000, 9.0619e-02, 0.3327, 0.0001, -1.4068e+00, 3.5771e+06, 1483.53108, collision
3.62, 0.00, 0.3724, 0.0001, -6.8393e-02, 0.2791, 0.0008, -2.9567e+00, 7.5964e+05, 436.90228, collision
8.61, 0.00, 0.0002, 0.0001, 3.3698e-04, 0.2010, 0.0977, 1.8697e-01, 8.8797e+02, 0.52606, a>0.4R_H
4.62, 0.00, 0.6029, 0.0001, 5.3686e-02, 0.6481, 0.0004, 1.2951e+00, 2.2600e+06, 1021.07523, d<R_roche
5.90, 0.00, 0.4305, 0.0000, 2.6396e-01, 0.8052, 0.0000, 3.2922e+00, 7.6953e+06, 2749.45760, a>0.4R_H
8.26, 0.00, 0.0026, 0.0000, 6.9323e-01, 0.1705, 0.0001, -1.0582e-02, 1.0000e+07, 3288.49606, tmax
3.91, 0.00, 0.2862, 0.0001, 6.2673e-01, 0.2665, 0.0000, 5.8711e-01, 1.3492e+06, 712.07135, collision
4.72, 0.00, 0.6192, 0.0000, 8.6433e-04, 0.9005, 0.0004, 4.8898e+00, 1.8234e+06, 915.42798, a>0.4R_H
5.09, 0.00, 0.5182, 0.0001, 1.1264e+00, 0.6869, 0.0002, -1.2833e+02, 4.4177e+06, 1799.24743, collision
3.94, 0.00, 0.3155, 0.0002, 3.3063e+00, 0.2381, 0.0004, -3.0468e-01, 1.2889e+06, 665.31958, collision
4.98, 0.00, 0.5782, 0.0000, 4.5274e-01, 0.6653, 0.0000, -1.2340e+02, 2.3831e+06, 1086.85881, collision
8.73, 0.00, 0.0002, 0.0001, 3.1325e-04, 0.2236, 0.0516, 1.6006e-01, 9.2212e+02, 0.54484, a>0.4R_H
7.82, 0.00, 0.0824, 0.0000, 6.9842e-01, 0.1384, 0.0003, 1.3006e-01, 1.0000e+07, 3232.34992, tmax
7.68, 0.00, 0.0208, 0.0001, 6.8393e-01, 0.1329, 0.0001, 1.2169e-01, 1.0000e+07, 3238.88514, tmax
6.32, 0.00, 0.4441, 0.0002, 2.5527e-01, 0.4711, 0.0000, -1.1055e+00, 9.1276e+06, 3086.77788, collision
7.32, 0.00, 0.1281, 0.0006, 6.9502e-01, 0.1631, 0.0004, 1.1474e-01, 1.0000e+07, 3396.79329, tmax
8.10, 0.00, 0.0115, 0.0001, 6.9225e-01, 0.1552, 0.0001, 1.1285e-01, 1.0000e+07, 3225.86721, tmax
8.41, 0.00, 0.0011, 0.0000, 6.8509e-01, 0.1959, 0.0003, 1.2225e-01, 1.0000e+07, 3277.91483, tmax
5.45, 0.00, 0.5984, 0.0001, 1.2125e-01, 49315.5548, 0.0001, -1.0126e+00, 5.4168e+06, 2048.27165, a<0
7.49, 0.00, 0.0906, 0.0007, 6.8917e-01, 0.1365, 0.0001, 1.0519e-02, 1.0000e+07, 3244.00252, tmax
6.82, 0.00, 0.0652, 0.0006, 6.8466e-01, 0.1097, 0.0001, -5.6950e-03, 1.0000e+07, 3225.10976, tmax
6.80, 0.00, 0.0874, 0.0003, 6.8403e-01, 0.1105, 0.0002, 1.0892e-02, 1.0000e+07, 3224.97875, tmax
3.89, 0.00, 0.3190, 0.0001, -2.1157e-01, 0.2701, 0.0003, -2.2134e+00, 1.2226e+06, 647.85057, collision
6.52, 0.00, 0.0420, 0.0007, 6.7902e-01, 0.1040, 0.0001, 6.7305e-02, 1.0000e+07, 3258.05484, tmax
6.46, 0.00, 0.0511, 0.0006, 6.8084e-01, 0.1031, 0.0001, 2.1546e-03, 1.0000e+07, 3279.20278, tmax
3.51, 0.00, 0.3756, 0.0007, 4.3409e-01, 0.5801, 0.0009, 1.3177e+00, 6.9021e+05, 406.57051, collision
5.91, 0.00, 0.6096, 0.0002, -9.9425e+00, 0.7687, 0.0001, -5.9865e-01, 7.6826e+06, 2724.66435, collision
4.15, 0.00, 0.3855, 0.0002, 7.8046e+00, 0.2757, 0.0004, -3.9405e-01, 2.1094e+06, 1052.58109, collision
8.48, 0.00, 0.0009, 0.0000, 6.7373e-01, 0.2109, 0.0002, 8.6162e-02, 1.0000e+07, 3275.02008, tmax
5.11, 0.00, 0.6908, 0.0001, -2.3291e-02, 0.5659, 0.0002, 7.5505e-01, 4.3920e+06, 1819.83388, d<R_roche
6.93, 0.00, 0.0667, 0.0006, 6.8432e-01, 0.1118, 0.0001, -6.6187e-04, 1.0000e+07, 3400.33476, tmax
8.03, 0.00, 0.0166, 0.0000, 6.9162e-01, 0.1518, 0.0001, 1.1583e-01, 1.0000e+07, 3306.97709, tmax
8.05, 0.00, 0.0170, 0.0000, 6.9175e-01, 0.1529, 0.0002, 2.7606e-02, 1.0000e+07, 3240.49553, tmax
7.39, 0.00, 0.1604, 0.0008, 7.1480e-01, 0.1260, 0.0002, 7.8352e-02, 1.0000e+07, 3569.94197, tmax
8.79, 0.00, 0.0001, 0.0001, 2.8737e-04, 0.2377, 0.2377, 9.9579e-02, 8.5381e+02, 0.55449, a>0.4R_H
5.47, 0.00, 0.5221, 0.0001, 1.6394e-01, 11054.6177, 0.0001, -1.0356e+00, 6.3207e+06, 2335.83283, a<0
5.46, 0.00, 0.3329, 0.0001, 6.9463e-01, 0.4770, 0.0001, -4.9178e+00, 3.2528e+06, 1354.03915, collision
6.90, 0.00, 0.0674, 0.0006, 6.8367e-01, 0.1107, 0.0002, 8.8607e-02, 1.0000e+07, 3281.98545, tmax
8.44, 0.00, 0.0010, 0.0000, 6.7743e-01, 0.2029, 0.0003, 1.8529e-02, 1.0000e+07, 3309.82039, tmax
7.00, 0.00, 0.0744, 0.0000, 6.8618e-01, 0.1142, 0.0002, 4.7825e-03, 1.0000e+07, 3274.62892, tmax
5.19, 0.00, 0.6846, 0.0000, -3.4409e-01, 0.8539, 0.0002, 4.3165e+00, 2.5791e+06, 1134.27302, a>0.4R_H
4.07, 0.00, 0.3198, 0.0001, 6.5364e+00, 0.2395, 0.0004, -4.0228e-01, 1.5351e+06, 765.41436, collision
3.93, 0.00, 0.4316, 0.0002, -4.2640e+00, 0.3947, 0.0002, -1.5896e+00, 1.3762e+06, 712.21707, collision
4.93, 0.00, 0.5279, 0.0001, -4.3682e-02, 0.8398, 0.0001, -1.6466e+00, 2.5394e+06, 1131.78076, collision
8.17, 0.00, 0.0040, 0.0002, 6.9272e-01, 0.1624, 0.0001, 9.4645e-03, 1.0000e+07, 3265.38476, tmax
4.26, 0.00, 0.6217, 0.0008, -1.1411e-01, 0.9070, 0.0002, 6.9623e+00, 1.5969e+06, 760.39618, a>0.4R_H
6.37, 0.00, 0.0718, 0.0002, 6.7794e-01, 0.1047, 0.0001, 3.8267e-02, 1.0000e+07, 3293.83899, tmax
6.81, 0.00, 0.0635, 0.0004, 6.8391e-01, 0.1096, 0.0001, 6.9957e-02, 1.0000e+07, 3227.39452, tmax
4.40, 0.00, 0.5093, 0.0002, -4.9132e-02, 0.7828, 0.0001, 2.8312e+00, 1.5282e+06, 744.85159, d<R_roche
8.04, 0.00, 0.0174, 0.0000, 6.9184e-01, 0.1528, 0.0002, 1.0182e-03, 1.0000e+07, 3281.94786, tmax
3.79, 0.00, 0.2882, 0.0001, 5.3449e-01, 0.2686, 0.0002, -1.6848e+00, 1.0495e+06, 575.41445, collision
7.90, 0.00, 0.0677, 0.0000, 6.9610e-01, 0.1443, 0.0001, 2.4566e-02, 1.0000e+07, 3226.99995, tmax
4.08, 0.00, 0.3375, 0.0002, 1.8317e-01, 0.2762, 0.0002, -2.8080e+02, 1.8800e+06, 932.05964, collision
5.84, 0.00, 0.6329, 0.0000, 3.1200e-01, 0.5656, 0.0001, 1.7626e+00, 8.2201e+06, 2843.07559, d<R_roche
5.85, 0.00, 0.7618, 0.0002, -5.8835e-02, 0.4559, 0.0000, 3.6469e-01, 7.2259e+06, 2520.50725, d<R_roche
5.86, 0.00, 0.6522, 0.0001, 2.2158e-01, 176533.0577, 0.0002, -1.0051e+00, 8.4860e+06, 2915.89582, a<0
8.66, 0.00, 0.0001, 0.0001, 2.8427e-04, 0.0396, 0.0396, 1.3690e-01, 8.5381e+02, 0.51009, a>0.4R_H
8.01, 0.00, 0.0186, 0.0000, 6.9151e-01, 0.1505, 0.0002, 1.2466e-01, 1.0000e+07, 3300.89100, tmax
3.70, 0.00, 0.5723, 0.0002, -4.1454e-01, 0.2701, 0.0002, 1.7521e+00, 8.4504e+05, 470.01620, d<R_roche
8.25, 0.00, 0.0025, 0.0000, 6.9337e-01, 0.1718, 0.0001, 2.5951e-02, 1.0000e+07, 3177.80549, tmax
5.21, 0.00, 0.5656, 0.0000, 1.5408e+00, 0.5868, 0.0001, -7.8399e+00, 7.2351e+06, 2595.94263, collision
5.75, 0.00, 0.6865, 0.0001, -3.4102e-02, 0.7485, 0.0001, 8.4998e-01, 5.8342e+06, 2146.43409, d<R_roche
7.09, 0.00, 0.0956, 0.0001, 6.9114e-01, 0.1332, 0.0000, 3.3241e-02, 1.0000e+07, 3440.59412, tmax
6.01, 0.00, 0.2688, 0.0001, 6.7420e-01, 0.2389, 0.0001, 1.9511e-02, 1.0000e+07, 3323.58563, tmax
8.28, 0.00, 0.0011, 0.0000, 6.9357e-01, 0.1718, 0.0002, 1.3653e-01, 1.0000e+07, 3183.06997, tmax
4.00, 0.00, 0.3318, 0.0002, 3.9895e-02, 0.2649, 0.0002, -5.3492e+00, 1.5495e+06, 791.30599, collision
3.74, 0.00, 0.3159, 0.0001, 1.6053e+00, 0.2451, 0.0004, -1.7691e-01, 8.7177e+05, 484.45677, collision
7.12, 0.00, 0.1066, 0.0002, 6.9499e-01, 0.1309, 0.0000, 8.0487e-04, 1.0000e+07, 3348.21349, tmax
5.98, 0.00, 0.4601, 0.0004, 2.4796e-01, 0.9306, 0.0001, 9.6970e+00, 8.6761e+06, 3178.72522, a>0.4R_H
8.91, 0.00, 0.0003, 0.0003, 2.8713e-04, 43659.4585, 1.0000, -1.0026e+00, 8.5381e+02, 0.51148, a<0
7.62, 0.00, 0.0235, 0.0006, 6.8078e-01, 0.1316, 0.0003, 8.3575e-02, 1.0000e+07, 3249.01661, tmax
8.40, 0.00, 0.0012, 0.0000, 6.9039e-01, 0.1905, 0.0004, 2.2427e-02, 1.0000e+07, 3254.19423, tmax
8.12, 0.00, 0.0114, 0.0002, 6.9236e-01, 0.1575, 0.0001, 6.8156e-02, 1.0000e+07, 3276.03661, tmax
4.87, 0.00, 0.5945, 0.0001, 4.5069e+00, 0.7576, 0.0002, -1.0617e-01, 2.2463e+06, 1042.85250, collision
7.42, 0.00, 0.1661, 0.0008, 7.1993e-01, 0.1216, 0.0005, 3.1092e-03, 1.0000e+07, 3535.73536, tmax
7.99, 0.00, 0.0128, 0.0000, 6.9089e-01, 0.1495, 0.0001, 7.9381e-02, 1.0000e+07, 3320.61152, tmax
8.15, 0.00, 0.0063, 0.0002, 6.9257e-01, 0.1601, 0.0002, 1.1034e-02, 1.0000e+07, 3179.28673, tmax
4.99, 0.00, 0.5044, 0.0000, -3.3098e-02, 2275.6791, 0.0001, -1.1105e+00, 1.6163e+06, 761.66904, a<0
6.51, 0.00, 0.0388, 0.0006, 6.8397e-01, 0.1040, 0.0002, 1.0339e-01, 1.0000e+07, 3337.71934, tmax
4.06, 0.00, 0.2935, 0.0002, 1.0963e-01, 0.2493, 0.0002, -2.2722e+00, 1.5774e+06, 781.76546, collision
5.18, 0.00, 0.6657, 0.0000, 8.5932e-01, 0.6692, 0.0001, 7.9043e-01, 3.0026e+06, 1289.23593, collision
3.71, 0.00, 0.5781, 0.0001, -1.4098e-01, 0.8071, 0.0008, 5.1964e+00, 8.3349e+05, 463.19337, d<R_roche
5.05, 0.00, 0.5865, 0.0001, 4.2940e-02, 0.6204, 0.0002, 4.5670e+00, 2.4614e+06, 1101.40968, a>0.4R_H
5.51, 0.00, 0.3819, 0.0000, -2.1134e+00, 0.8485, 0.0002, -5.7999e-01, 4.1308e+06, 1639.56511, collision
6.71, 0.00, 0.0814, 0.0003, 6.8527e-01, 0.1131, 0.0001, 7.3510e-02, 1.0000e+07, 3291.98621, tmax
4.57, 0.00, 0.5384, 0.0001, 2.1434e-03, 0.8050, 0.0003, 1.1681e+00, 1.0221e+06, 527.99265, d<R_roche
5.39, 0.00, 0.6133, 0.0001, 2.5374e-01, 0.4190, 0.0001, 4.3457e-01, 3.2067e+06, 1320.98427, d<R_roche
8.85, 0.00, 0.0001, 0.0001, 2.9009e-04, 0.1084, 0.1084, 2.2405e-01, 8.5381e+02, 0.50874, a>0.4R_H
7.38, 0.00, 0.1598, 0.0008, 7.1382e-01, 0.1293, 0.0002, 9.4086e-02, 1.0000e+07, 3454.44077, tmax
8.70, 0.00, 0.0001, 0.0001, 2.9056e-04, 0.0396, 0.0396, 1.5160e-01, 8.5381e+02, 0.50281, a>0.4R_H
3.50, 0.00, 0.3378, 0.0012, 3.4372e+00, 0.2909, 0.0008, -3.8944e-01, 5.2977e+05, 320.69343, collision
6.34, 0.00, 0.7425, 0.0004, -1.7987e-01, 0.6622, 0.0001, 8.4552e-01, 8.4041e+06, 2901.99463, d<R_roche
5.35, 0.00, 0.6845, 0.0001, 3.4718e-02, 0.5628, 0.0001, 2.0934e+00, 4.7278e+06, 1836.30667, d<R_roche
8.47, 0.00, 0.0009, 0.0000, 6.7483e-01, 0.2088, 0.0002, 1.3198e-01, 1.0000e+07, 3223.27084, tmax
7.89, 0.00, 0.0726, 0.0000, 6.9717e-01, 0.1422, 0.0001, 1.0221e-01, 1.0000e+07, 3267.71236, tmax
6.35, 0.00, 0.0723, 0.0002, 6.7709e-01, 0.1164, 0.0001, 5.2149e-02, 1.0000e+07, 3248.08038, tmax
8.94, 0.00, 0.0502, 0.0502, 7.7938e-03, 0.6274, 0.6274, 7.3080e-03, 8.5381e+02, 0.49858, a>0.4R_H
8.55, 0.00, 0.0003, 0.0000, 1.4732e-02, 0.2328, 0.0040, 2.2548e-01, 3.9959e+04, 22.87666, a>0.4R_H
8.34, 0.00, 0.0015, 0.0000, 6.9357e-01, 0.1823, 0.0003, 4.7184e-03, 1.0000e+07, 3231.91137, tmax
5.42, 0.00, 0.5756, 0.0000, 1.7329e-01, 20354.0738, 0.0002, -1.0229e+00, 8.3940e+06, 2886.14480, a<0
8.23, 0.00, 0.0020, 0.0001, 6.9308e-01, 0.1670, 0.0003, 1.0910e-01, 1.0000e+07, 3339.86052, tmax
7.96, 0.00, 0.0280, 0.0000, 6.9161e-01, 0.1473, 0.0002, 1.1553e-02, 1.0000e+07, 3244.45117, tmax
6.84, 0.00, 0.0670, 0.0003, 6.8289e-01, 0.1097, 0.0001, 5.1183e-02, 1.0000e+07, 3216.13204, tmax
5.07, 0.00, 0.2910, 0.0000, 2.2807e+00, 0.2295, 0.0002, 2.7259e-01, 8.4309e+06, 3074.16110, collision
6.77, 0.00, 0.0698, 0.0001, 6.8582e-01, 0.1072, 0.0002, -4.7830e-03, 1.0000e+07, 3277.64712, tmax
5.20, 0.00, 0.6421, 0.0000, 1.1451e-01, 0.7471, 0.0002, 4.2557e+00, 4.0262e+06, 1694.57244, a>0.4R_H
4.14, 0.00, 0.2861, 0.0002, 2.2462e+00, 0.2652, 0.0003, -1.9989e-01, 2.0315e+06, 989.45977, collision
4.60, 0.00, 0.6850, 0.0001, 4.2154e-02, 0.3798, 0.0002, 6.1630e-01, 1.0817e+06, 566.45309, d<R_roche
4.95, 0.00, 0.5919, 0.0000, -6.1061e-03, 2502.6932, 0.0001, -1.1002e+00, 2.1654e+06, 991.05508, a<0
8.68, 0.00, 0.0002, 0.0001, 3.0977e-04, 0.2686, 0.1180, 1.3536e-01, 9.2212e+02, 0.54305, a>0.4R_H
5.93, 0.00, 0.1436, 0.0002, 6.9645e-01, 0.1589, 0.0001, 1.1977e-02, 1.0000e+07, 3399.33838, tmax
8.75, 0.00, 0.0001, 0.0001, 2.8607e-04, 0.1641, 0.1641, 8.4241e-02, 8.5381e+02, 0.79213, a>0.4R_H
7.29, 0.00, 0.1274, 0.0008, 6.9764e-01, 0.1653, 0.0006, 1.0437e-01, 1.0000e+07, 3306.61823, tmax
8.57, 0.00, 0.0003, 0.0001, 8.1163e-04, 0.2059, 0.0221, 2.1687e-01, 2.1858e+03, 1.28082, a>0.4R_H
6.23, 0.00, 0.0855, 0.0005, 6.8114e-01, 0.1233, 0.0001, 1.0015e-01, 1.0000e+07, 3284.20360, tmax
7.21, 0.00, 0.1276, 0.0006, 7.0414e-01, 0.1356, 0.0004, 1.0901e-01, 1.0000e+07, 3369.55931, tmax
7.35, 0.00, 0.1309, 0.0009, 7.0077e-01, 0.1558, 0.0004, 6.8786e-02, 1.0000e+07, 3376.79865, tmax
7.67, 0.00, 0.0213, 0.0003, 6.8299e-01, 0.1330, 0.0002, -8.3535e-04, 1.0000e+07, 3212.05268, tmax
5.72, 0.00, 0.6135, 0.0004, 1.0801e-01, 0.7497, 0.0003, 3.3825e+00, 2.7575e+06, 1192.97292, d<R_roche
6.89, 0.00, 0.0621, 0.0007, 6.8314e-01, 0.1103, 0.0002, 4.4369e-02, 1.0000e+07, 3248.66555, tmax
7.84, 0.00, 0.0764, 0.0000, 6.9677e-01, 0.1411, 0.0001, 5.3549e-02, 1.0000e+07, 3217.33934, tmax
6.00, 0.00, 0.5474, 0.0001, 3.0088e-01, 0.7943, 0.0001, 3.8430e+00, 9.8996e+06, 3268.08709, a>0.4R_H
5.59, 0.00, 0.4539, 0.0001, 1.7104e-01, 15017.0129, 0.0000, -1.0289e+00, 5.4911e+06, 2091.97999, a<0
7.65, 0.00, 0.0267, 0.0004, 6.8252e-01, 0.1321, 0.0002, 5.3093e-02, 1.0000e+07, 3227.55829, tmax
8.50, 0.00, 0.0008, 0.0000, 6.7410e-01, 0.2141, 0.0002, 4.7032e-02, 1.0000e+07, 3224.82037, tmax
5.04, 0.00, 0.6682, 0.0000, 1.3458e-01, 0.7757, 0.0002, 2.3537e+00, 4.7861e+06, 1806.75158, d<R_roche
8.38, 0.00, 0.0009, 0.0000, 6.9449e-01, 0.1854, 0.0002, 3.4391e-02, 1.0000e+07, 3202.51721, tmax
4.10, 0.00, 0.3306, 0.0001, 3.2634e+01, 0.2535, 0.0002, -4.9165e-01, 1.7798e+06, 878.80805, collision
6.83, 0.00, 0.0691, 0.0001, 6.8345e-01, 0.1096, 0.0002, 2.0335e-02, 1.0000e+07, 3259.19388, tmax
8.67, 0.00, 0.0002, 0.0001, 3.2174e-04, 0.2004, 0.1374, 1.3870e-01, 9.2212e+02, 0.59442, a>0.4R_H
6.07, 0.00, 0.0686, 0.0000, 6.7455e-01, 0.0965, 0.0001, 4.0922e-02, 1.0000e+07, 3263.72556, tmax
5.15, 0.00, 0.5585, 0.0001, 6.0217e-02, 25084.7323, 0.0001, -1.0214e+00, 2.6744e+06, 1213.71572, a<0
6.63, 0.00, 0.0413, 0.0006, 6.7967e-01, 0.1062, 0.0001, 3.5008e-02, 1.0000e+07, 3231.43510, tmax
4.04, 0.00, 0.9606, 0.0001, 3.7442e+00, 0.4889, 0.0005, -5.6656e-01, 1.7815e+06, 888.91313, collision
7.51, 0.00, 0.0803, 0.0007, 6.8149e-01, 0.1285, 0.0002, 3.8536e-03, 1.0000e+07, 3227.69118, tmax
4.91, 0.00, 0.3401, 0.0001, 1.8776e-01, 0.3606, 0.0002, -4.0777e+00, 1.8444e+06, 858.63587, collision
3.59, 0.00, 0.3342, 0.0009, 2.6246e+00, 0.2677, 0.0005, -3.2704e-01, 6.9774e+05, 403.39598, collision
6.03, 0.00, 0.2805, 0.0001, 6.9654e-01, 0.2424, 0.0001, 9.3021e-02, 1.0000e+07, 3252.76628, tmax
8.92, 0.00, 0.0005, 0.0005, 2.9073e-04, 48378.5939, 1.0000, -1.0024e+00, 8.5381e+02, 0.50301, a<0
7.44, 0.00, 0.1433, 0.0007, 7.0460e-01, 0.1460, 0.0001, 9.3713e-02, 1.0000e+07, 3343.85879, tmax
6.22, 0.00, 0.1035, 0.0005, 6.8179e-01, 0.1441, 0.0000, 7.9734e-03, 1.0000e+07, 3243.98824, tmax
7.41, 0.00, 0.1625, 0.0008, 7.1486e-01, 0.1294, 0.0003, 5.6893e-02, 1.0000e+07, 3425.37164, tmax
6.86, 0.00, 0.0625, 0.0003, 6.8447e-01, 0.1107, 0.0001, -2.8921e-03, 1.0000e+07, 3212.75164, tmax
8.98, 0.00, 0.0001, 0.0001, 2.8705e-04, 59515.4784, 1.0000, -1.0019e+00, 8.5381e+02, 0.50220, a<0
4.83, 0.00, 0.5953, 0.0000, -6.0060e-04, 49425.3314, 0.0002, -1.0142e+00, 3.2644e+06, 1339.38662, a<0
8.97, 0.00, 0.0001, 0.0001, 2.8703e-04, 49545.8745, 1.0000, -1.0022e+00, 8.5381e+02, 0.50341, a<0
5.54, 0.00, 0.8791, 0.0001, 1.5750e+01, 0.6759, 0.0002, -6.7386e-01, 4.3986e+06, 1718.15180, a>0.4R_H
4.79, 0.00, 0.6622, 0.0001, -8.3936e-02, 0.7511, 0.0003, 2.5632e+00, 1.9482e+06, 928.01255, d<R_roche
4.24, 0.00, 0.6801, 0.0018, -1.3074e-01, 0.6552, 0.0014, 1.0383e+00, 3.1489e+05, 192.60818, d<R_roche
7.58, 0.00, 0.0247, 0.0006, 6.7899e-01, 0.1299, 0.0002, 1.1971e-01, 1.0000e+07, 3257.60078, tmax
